0	0	0
1	0.0425861	0.0589803
2	0.0758524	-0.0131168
3	-0.00158981	-0.124694
4	-0.137493	-0.110829
5	-0.169715	0.0552605
6	-0.0214134	0.205109
7	0.185627	0.162331
8	0.237141	-0.0646657
9	0.0542948	-0.252791
10	-0.203443	-0.207533
11	-0.283723	0.0541946
12	-0.0907063	0.276956
13	0.201113	0.245237
14	0.314469	-0.030998
15	0.128243	-0.284107
16	-0.184727	-0.275953
17	-0.332887	-0.000689964
18	-0.165778	0.278514
19	0.158114	0.30034
20	0.341142	0.0379611
21	0.202392	-0.262925
22	-0.12393	-0.318761
23	-0.340506	-0.0784897
24	-0.237094	0.239166
25	0.0842275	0.331304
26	0.331773	0.12025
27	0.268828	-0.208557
28	-0.0407199	-0.337914
29	-0.315556	-0.161446
30	-0.296552	0.172186
31	-0.00509252	0.338506
32	0.292453	0.200522
33	0.319314	-0.131073
34	0.051867	-0.333027
35	-0.263128	-0.236184
36	-0.336305	0.0862719
37	-0.098386	0.321491
38	0.228334	0.267408
39	0.346894	-0.0389094
40	0.143536	-0.303989
41	-0.188906	-0.293432
42	-0.350652	-0.00980916
43	-0.186294	0.280699
44	0.14574	0.313726
45	0.347357	0.0586318
46	0.225717	-0.251893
47	-0.0997666	-0.327948
48	-0.337001	-0.106311
49	-0.260938	0.217948
50	0.0519269	0.335914
51	0.319777	0.151665
52	0.291175	-0.179371
53	-0.00315883	-0.33755
54	-0.296058	-0.193628
55	-0.315733	0.136808
56	-0.0456141	0.332873
57	0.266381	0.231292
58	0.334025	-0.0910569
59	0.0934863	-0.321967
60	-0.231412	-0.263923
61	-0.345589	0.0430684
62	-0.139572	0.304981
63	0.191923	0.290969
64	0.350114	0.00608036
65	0.18301	-0.28213
66	-0.148758	-0.31204
67	-0.347456	-0.0552279
68	-0.222966	0.253709
69	0.10281	0.32689
70	0.337651	0.103189
71	0.258648	-0.220105
72	-0.0549915	-0.335391
73	-0.320914	-0.14882
74	-0.289317	0.181824
75	0.00622015	0.337506
76	0.29763	0.191076
77	0.314303	-0.139507
78	0.0425936	-0.333269
79	-0.268334	-0.229058
80	-0.333032	0.0939439
81	-0.0905523	0.322777
82	0.233693	0.262035
83	0.345044	-0.0460774
84	0.136774	-0.306184
85	-0.194476	-0.289449
86	-0.350025	-0.00302212
87	-0.180399	0.283703
88	0.151525	0.310904
89	0.347822	0.0521967
90	0.220594	-0.255627
91	-0.105731	-0.326148
92	-0.338464	-0.10026
93	-0.256563	0.222339
94	0.0580079	0.335047
95	0.322152	0.146064
96	0.287563	-0.184336
97	-0.00927292	-0.337561
98	-0.299264	-0.188556
99	-0.312921	0.142252
100	-0.0395622	0.333719
